actor,control_action_types,episode_id,events_tail_json,extra_mortal_action_ids_json,hand_json,last_discard_json,legal_action_count,legal_action_keys_json,legal_action_types_json,mismatch_kind,missing_legal_keys_json,missing_legal_types_json,mortal_mask_true_ids_json,pilot_config_id,replay_hint,source_action_ids_json,step_index
0,"DISCARD,REACH_DISCARD,TSUMO,RYUKYOKU",01556759,[],[42],"""""","""""",9,"[""0|tile=20|consumed=|from=-1|flags=0"",""0|tile=22|consumed=|from=-1|flags=0"",""0|tile=22|consumed=|from=-1|flags=0"",""0|tile=23|consumed=|from=-1|flags=0"",""0|tile=6|consumed=|from=-1|flags=0"",""0|tile=16|consumed=|from=-1|flags=0"",""0|tile=25|consumed=|from=-1|flags=0"",""0|tile=8|consumed=|from=-1|flags=1"",""0|tile=32|consumed=|from=-1|flags=0""]","[""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD""]",extra_mortal,[],[],"[6,8,16,20,22,23,25,32,36,42]",0,uv run python scripts/export_keqingrl_mjai_replay.py --candidate-summary reports/keqingrl_step39cd_penalty_full_seed_202604340000_source93/k5_coef001_diagnostic_no_quality_gate/summary.csv --source-config-ids 93 --output-dir reports/keqingrl_mortal_action_q_aggressive_path_probe_20260429_source93_step20000_scale_fix/replays --episode-index 0 --seed-base 202604300000 --torch-seed 202604300000 # pilot_config_id=0,"[[20],[22,36],[22,36],[23],[6],[16],[25],[8],[32]]",176
0,"DISCARD,REACH_DISCARD,TSUMO,RYUKYOKU",01556759,[],[42],"""""","""""",9,"[""0|tile=20|consumed=|from=-1|flags=0"",""0|tile=22|consumed=|from=-1|flags=0"",""0|tile=23|consumed=|from=-1|flags=0"",""0|tile=6|consumed=|from=-1|flags=0"",""0|tile=24|consumed=|from=-1|flags=1"",""0|tile=16|consumed=|from=-1|flags=0"",""0|tile=25|consumed=|from=-1|flags=0"",""0|tile=8|consumed=|from=-1|flags=0"",""0|tile=32|consumed=|from=-1|flags=0""]","[""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD""]",extra_mortal,[],[],"[6,8,16,20,23,24,25,32,36,42]",0,uv run python scripts/export_keqingrl_mjai_replay.py --candidate-summary reports/keqingrl_step39cd_penalty_full_seed_202604340000_source93/k5_coef001_diagnostic_no_quality_gate/summary.csv --source-config-ids 93 --output-dir reports/keqingrl_mortal_action_q_aggressive_path_probe_20260429_source93_step20000_scale_fix/replays --episode-index 0 --seed-base 202604300000 --torch-seed 202604300000 # pilot_config_id=0,"[[20],[22,36],[23],[6],[24],[16],[25],[8],[32]]",192
0,"DISCARD,REACH_DISCARD,TSUMO,RYUKYOKU",01556759,[],[42],"""""","""""",9,"[""0|tile=20|consumed=|from=-1|flags=0"",""0|tile=22|consumed=|from=-1|flags=0"",""0|tile=23|consumed=|from=-1|flags=0"",""0|tile=6|consumed=|from=-1|flags=0"",""0|tile=24|consumed=|from=-1|flags=0"",""0|tile=25|consumed=|from=-1|flags=0"",""0|tile=8|consumed=|from=-1|flags=0"",""0|tile=32|consumed=|from=-1|flags=0"",""0|tile=30|consumed=|from=-1|flags=1""]","[""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD""]",extra_mortal,[],[],"[6,8,20,23,24,25,30,32,36,42]",0,uv run python scripts/export_keqingrl_mjai_replay.py --candidate-summary reports/keqingrl_step39cd_penalty_full_seed_202604340000_source93/k5_coef001_diagnostic_no_quality_gate/summary.csv --source-config-ids 93 --output-dir reports/keqingrl_mortal_action_q_aggressive_path_probe_20260429_source93_step20000_scale_fix/replays --episode-index 0 --seed-base 202604300000 --torch-seed 202604300000 # pilot_config_id=0,"[[20],[22,36],[23],[6],[24],[25],[8],[32],[30]]",208
0,"DISCARD,REACH_DISCARD,TSUMO,RYUKYOKU",01556759,[],[42],"""""","""""",9,"[""0|tile=20|consumed=|from=-1|flags=0"",""0|tile=13|consumed=|from=-1|flags=1"",""0|tile=22|consumed=|from=-1|flags=0"",""0|tile=23|consumed=|from=-1|flags=0"",""0|tile=6|consumed=|from=-1|flags=0"",""0|tile=24|consumed=|from=-1|flags=0"",""0|tile=25|consumed=|from=-1|flags=0"",""0|tile=8|consumed=|from=-1|flags=0"",""0|tile=32|consumed=|from=-1|flags=0""]","[""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD""]",extra_mortal,[],[],"[6,8,20,23,24,25,32,35,36,42]",0,uv run python scripts/export_keqingrl_mjai_replay.py --candidate-summary reports/keqingrl_step39cd_penalty_full_seed_202604340000_source93/k5_coef001_diagnostic_no_quality_gate/summary.csv --source-config-ids 93 --output-dir reports/keqingrl_mortal_action_q_aggressive_path_probe_20260429_source93_step20000_scale_fix/replays --episode-index 0 --seed-base 202604300000 --torch-seed 202604300000 # pilot_config_id=0,"[[20],[13,35],[22,36],[23],[6],[24],[25],[8],[32]]",224
0,"PASS,RON,PON,CHI",935fd316,[],[42],"""""","""""",2,"[""5|tile=27|consumed=27,27|from=1|flags=0"",""9|tile=-1|consumed=|from=-1|flags=0""]","[""PON"",""PASS""]",extra_mortal,[],[],"[41,42,45]",0,uv run python scripts/export_keqingrl_mjai_replay.py --candidate-summary reports/keqingrl_step39cd_penalty_full_seed_202604340000_source93/k5_coef001_diagnostic_no_quality_gate/summary.csv --source-config-ids 93 --output-dir reports/keqingrl_mortal_action_q_aggressive_path_probe_20260429_source93_step20000_scale_fix/replays --episode-index 0 --seed-base 202604300000 --torch-seed 202604300000 # pilot_config_id=0,"[[41],[45]]",151
0,"DISCARD,REACH_DISCARD,TSUMO,RYUKYOKU",0a45942e,[],[42],"""""","""""",6,"[""0|tile=18|consumed=|from=-1|flags=0"",""0|tile=23|consumed=|from=-1|flags=1"",""0|tile=8|consumed=|from=-1|flags=0"",""0|tile=33|consumed=|from=-1|flags=0"",""0|tile=32|consumed=|from=-1|flags=0"",""0|tile=31|consumed=|from=-1|flags=0""]","[""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD""]",extra_mortal,[],[],"[8,18,23,31,32,33,42]",1,uv run python scripts/export_keqingrl_mjai_replay.py --candidate-summary reports/keqingrl_step39cd_penalty_full_seed_202604340000_source93/k5_coef001_diagnostic_no_quality_gate/summary.csv --source-config-ids 93 --output-dir reports/keqingrl_mortal_action_q_aggressive_path_probe_20260429_source93_step20000_scale_fix/replays --episode-index 0 --seed-base 202604400000 --torch-seed 202604400000 # pilot_config_id=1,"[[18],[23],[8],[33],[32],[31]]",262
0,"DISCARD,REACH_DISCARD,TSUMO,RYUKYOKU",0a45942e,[],[42],"""""","""""",6,"[""0|tile=23|consumed=|from=-1|flags=0"",""0|tile=8|consumed=|from=-1|flags=0"",""0|tile=33|consumed=|from=-1|flags=0"",""0|tile=32|consumed=|from=-1|flags=0"",""0|tile=31|consumed=|from=-1|flags=0"",""0|tile=29|consumed=|from=-1|flags=1""]","[""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD""]",extra_mortal,[],[],"[8,23,29,31,32,33,42]",1,uv run python scripts/export_keqingrl_mjai_replay.py --candidate-summary reports/keqingrl_step39cd_penalty_full_seed_202604340000_source93/k5_coef001_diagnostic_no_quality_gate/summary.csv --source-config-ids 93 --output-dir reports/keqingrl_mortal_action_q_aggressive_path_probe_20260429_source93_step20000_scale_fix/replays --episode-index 0 --seed-base 202604400000 --torch-seed 202604400000 # pilot_config_id=1,"[[23],[8],[33],[32],[31],[29]]",278
0,"DISCARD,REACH_DISCARD,TSUMO,RYUKYOKU",fc7c391b,[],[42],"""""","""""",11,"[""0|tile=2|consumed=|from=-1|flags=0"",""0|tile=12|consumed=|from=-1|flags=0"",""0|tile=4|consumed=|from=-1|flags=0"",""0|tile=22|consumed=|from=-1|flags=0"",""0|tile=5|consumed=|from=-1|flags=1"",""0|tile=14|consumed=|from=-1|flags=0"",""0|tile=16|consumed=|from=-1|flags=0"",""0|tile=8|consumed=|from=-1|flags=0"",""0|tile=26|consumed=|from=-1|flags=0"",""0|tile=33|consumed=|from=-1|flags=0"",""0|tile=29|consumed=|from=-1|flags=0""]","[""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD""]",extra_mortal,[],[],"[2,4,5,8,12,14,16,22,26,29,33,42]",1,uv run python scripts/export_keqingrl_mjai_replay.py --candidate-summary reports/keqingrl_step39cd_penalty_full_seed_202604340000_source93/k5_coef001_diagnostic_no_quality_gate/summary.csv --source-config-ids 93 --output-dir reports/keqingrl_mortal_action_q_aggressive_path_probe_20260429_source93_step20000_scale_fix/replays --episode-index 0 --seed-base 202604400000 --torch-seed 202604400000 # pilot_config_id=1,"[[2],[12],[4,34],[22,36],[5],[14],[16],[8],[26],[33],[29]]",272
0,"PASS,RON,PON,CHI",9c517b6a,[],[42],"""""","""""",2,"[""5|tile=4|consumed=4,4|from=1|flags=0"",""9|tile=-1|consumed=|from=-1|flags=0""]","[""PON"",""PASS""]",extra_mortal,[],[],"[41,42,45]",1,uv run python scripts/export_keqingrl_mjai_replay.py --candidate-summary reports/keqingrl_step39cd_penalty_full_seed_202604340000_source93/k5_coef001_diagnostic_no_quality_gate/summary.csv --source-config-ids 93 --output-dir reports/keqingrl_mortal_action_q_aggressive_path_probe_20260429_source93_step20000_scale_fix/replays --episode-index 0 --seed-base 202604400000 --torch-seed 202604400000 # pilot_config_id=1,"[[41],[45]]",7
0,"DISCARD,REACH_DISCARD,TSUMO,RYUKYOKU",9c517b6a,[],[42],"""""","""""",8,"[""0|tile=18|consumed=|from=-1|flags=0"",""0|tile=1|consumed=|from=-1|flags=0"",""0|tile=21|consumed=|from=-1|flags=1"",""0|tile=4|consumed=|from=-1|flags=0"",""0|tile=4|consumed=|from=-1|flags=0"",""0|tile=15|consumed=|from=-1|flags=0"",""0|tile=25|consumed=|from=-1|flags=0"",""0|tile=26|consumed=|from=-1|flags=0""]","[""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD""]",extra_mortal,[],[],"[1,4,15,18,21,25,26,34,42]",1,uv run python scripts/export_keqingrl_mjai_replay.py --candidate-summary reports/keqingrl_step39cd_penalty_full_seed_202604340000_source93/k5_coef001_diagnostic_no_quality_gate/summary.csv --source-config-ids 93 --output-dir reports/keqingrl_mortal_action_q_aggressive_path_probe_20260429_source93_step20000_scale_fix/replays --episode-index 0 --seed-base 202604400000 --torch-seed 202604400000 # pilot_config_id=1,"[[18],[1],[21],[4,34],[4,34],[15],[25],[26]]",80
